"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&base_name=Trilobita&interval=Devonian&show=coords,timecompare"
"Access Time","Sat 2024-12-07 13:57:49 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Trilobita"
"","interval","Devonian"
"","timerule","major"
"","taxon_status","all"
"","show","coords,timecompare"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","time_contain","time_major","time_buffer","time_overlap"
"642779","occ","","","69318","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642780","occ","","","69319","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642781","occ","","","69320","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642782","occ","","","69323","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642783","occ","","","69325","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642784","occ","","","69326","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642785","occ","","","69328","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642786","occ","","","69330","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642787","occ","","","69331","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642788","occ","","","69332","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642789","occ","","","69333","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642790","occ","","","69334","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642791","occ","","","69319","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642792","occ","","","69320","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642793","occ","","","69325","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642794","occ","","","69326","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642795","occ","","","69327","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642796","occ","","","69329","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642797","occ","","","69320","Otarion sp.","genus","21275","","Otarion","genus","21275","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642798","occ","","","69325","Otarion sp.","genus","21275","","Otarion","genus","21275","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642799","occ","","","69320","Otarionella sp.","genus","21276","","Otarionella","genus","21276","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642800","occ","","","69319","Otarionella n. sp. taganon","species","358980","","Otarionella taganon","species","358980","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642801","occ","","","69325","Otarionella n. sp. taganon","species","358980","","Otarionella taganon","species","358980","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642802","occ","","","69327","Otarionella n. sp. taganon","species","358980","","Otarionella taganon","species","358980","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642803","occ","","","69329","Otarionella n. sp. taganon","species","358980","","Otarionella taganon","species","358980","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642804","occ","","","69319","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642805","occ","","","69320","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642806","occ","","","69325","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642807","occ","","","69327","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642808","occ","","","69337","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642809","occ","","","69338","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642810","occ","","","69341","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642811","occ","","","69342","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642812","occ","","","69346","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642813","occ","","","69347","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642814","occ","","","69348","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642815","occ","","","69349","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642816","occ","","","69352","Acanthopyge (Lobopyge) n. sp. australiformis","species","313651","","Acanthopyge (Lobopyge) australiformis","species","313651","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642817","occ","","","69345","Acanthopyge (Lobopyge) sinuata","species","358984","","Acanthopyge (Lobopyge) sinuata","species","358983","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642818","occ","","","69346","Acanthopyge (Lobopyge) sinuata","species","358984","","Acanthopyge (Lobopyge) sinuata","species","358983","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642819","occ","","","69347","Acanthopyge (Lobopyge) sinuata","species","358984","","Acanthopyge (Lobopyge) sinuata","species","358983","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642820","occ","","","69348","Acanthopyge (Lobopyge) sinuata","species","358984","","Acanthopyge (Lobopyge) sinuata","species","358983","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642821","occ","","","69349","Acanthopyge (Lobopyge) sinuata","species","358984","","Acanthopyge (Lobopyge) sinuata","species","358983","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642822","occ","","","69336","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642823","occ","","","69338","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642824","occ","","","69340","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642825","occ","","","69341","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642826","occ","","","69342","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642827","occ","","","69343","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642828","occ","","","69344","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642829","occ","","","69346","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642830","occ","","","69348","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642831","occ","","","69340","Koneprusia n. sp. brikelos","species","358988","obsolete variant of","Koneprusia (Koneprusia) brikelos","species","358988","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642832","occ","","","69347","Koneprusia n. sp. brikelos","species","358988","obsolete variant of","Koneprusia (Koneprusia) brikelos","species","358988","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642833","occ","","","69348","Koneprusia n. sp. brikelos","species","358988","obsolete variant of","Koneprusia (Koneprusia) brikelos","species","358988","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642834","occ","","","69335","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642835","occ","","","69340","Leonaspis n. sp. wellingtonensis","species","358985","","Leonaspis wellingtonensis","species","358985","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642836","occ","","","69335","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642837","occ","","","69337","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642838","occ","","","69338","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642839","occ","","","69339","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642840","occ","","","69340","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642841","occ","","","69346","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642842","occ","","","69349","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642843","occ","","","69338","Paciphacops (Paciphacops) n. sp. microps","species","358982","recombined as","Kainops microps","species","358982","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642844","occ","","","69340","Paciphacops (Paciphacops) n. sp. microps","species","358982","recombined as","Kainops microps","species","358982","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642845","occ","","","69346","Paciphacops (Paciphacops) n. sp. microps","species","358982","recombined as","Kainops microps","species","358982","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642846","occ","","","69347","Paciphacops (Paciphacops) n. sp. microps","species","358982","recombined as","Kainops microps","species","358982","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642847","occ","","","69348","Paciphacops (Paciphacops) n. sp. microps","species","358982","recombined as","Kainops microps","species","358982","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642848","occ","","","69350","Paciphacops (Paciphacops) n. sp. microps","species","358982","recombined as","Kainops microps","species","358982","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642849","occ","","","69346","Primaspis (Taemasaspis) spp.","subgenus","358945","","Primaspis (Taemasaspis)","subgenus","358945","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642850","occ","","","69348","Primaspis (Taemasaspis) spp.","subgenus","358945","","Primaspis (Taemasaspis)","subgenus","358945","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642851","occ","","","69351","Primaspis (Taemasaspis) spp.","subgenus","358945","","Primaspis (Taemasaspis)","subgenus","358945","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642852","occ","","","69349","Proetidae indet.","family","56726","","Proetidae","family","56726","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642853","occ","","","69340","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642854","occ","","","69346","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642855","occ","","","69347","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642856","occ","","","69348","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642857","occ","","","69346","Proetus (Coniproetus) sp.","subgenus","123403","obsolete variant of","Coniproetus","genus","123403","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642904","occ","","","69353","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642905","occ","","","69354","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642906","occ","","","69354","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642907","occ","","","69358","Apocalymene sp.","genus","21445","subjective synonym of","Gravicalymene","genus","21587","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642908","occ","","","69355","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642909","occ","","","69356","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642910","occ","","","69357","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642911","occ","","","69359","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642912","occ","","","69360","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642913","occ","","","69361","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642914","occ","","","69362","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642915","occ","","","69363","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642916","occ","","","69364","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642917","occ","","","69365","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642918","occ","","","69366","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642919","occ","","","69367","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642920","occ","","","69368","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642921","occ","","","69369","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642922","occ","","","69370","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642923","occ","","","69371","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642924","occ","","","69372","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642925","occ","","","69373","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642926","occ","","","69374","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642953","occ","","","69375","Otarion n. sp. listron","species","358979","","Otarion listron","species","358979","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642954","occ","","","69375","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642955","occ","","","69376","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642956","occ","","","69377","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642957","occ","","","69378","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642958","occ","","","69380","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642959","occ","","","69381","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642960","occ","","","69382","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642961","occ","","","69383","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642962","occ","","","69384","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642963","occ","","","69385","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642964","occ","","","69386","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642965","occ","","","69387","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642966","occ","","","69388","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642967","occ","","","69389","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642968","occ","","","69390","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642969","occ","","","69391","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642970","occ","","","69392","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642971","occ","","","69393","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"642972","occ","","","69394","Proetus (Coniproetus) n. sp. irroratus","species","358978","","Proetus (Coniproetus) irroratus","species","358978","Pragian","","410.8","407.6","7173","148.949997","-32.583332","Pragian","Pragian","Pragian","Pragian"
"649358","occ","","","70139","Neocalmonia n. sp. mariamae","species","21654","species not entered","Neocalmonia","genus","21654","Frasnian","","382.7","372.2","23566","62.000000","34.633331","Frasnian","Frasnian","Frasnian","Frasnian"
"649359","occ","","","70139","Neocalmonia n. sp. erbeni","species","21654","species not entered","Neocalmonia","genus","21654","Frasnian","","382.7","372.2","23566","62.000000","34.633331","Frasnian","Frasnian","Frasnian","Frasnian"
"649383","occ","","","70144","Neocalmonia (Heliopyge) n. sp. mariamae","species","491330","species not entered","Heliopyge","genus","21598","Givetian","Frasnian","387.7","372.2","23566","62.000000","34.633331","-","Frasnian","Givetian, Frasnian","Givetian, Frasnian"
"649384","occ","","","70144","Neocalmonia (Heliopyge) n. sp. pentacosta","species","491330","species not entered","Heliopyge","genus","21598","Givetian","Frasnian","387.7","372.2","23566","62.000000","34.633331","-","Frasnian","Givetian, Frasnian","Givetian, Frasnian"
"649385","occ","","","70144","Neocalmonia (Neocalmonia) n. sp. erbeni","species","21654","species not entered","Neocalmonia","genus","21654","Givetian","Frasnian","387.7","372.2","23566","62.000000","34.633331","-","Frasnian","Givetian, Frasnian","Givetian, Frasnian"
